,SPY_Close,VIX_Close
1993-04-12,25.10968017578125,11.930000305175781
1993-04-13,25.16210174560547,11.699999809265137
1993-04-14,25.127153396606445,11.760000228881836
1993-04-15,25.127153396606445,10.960000038146973
1993-04-16,25.127153396606445,11.289999961853027
1993-04-19,25.022300720214844,12.0600004196167
1993-04-20,24.900007247924805,11.9399995803833
1993-04-21,24.882532119750977,12.109999656677246
1993-04-22,24.56800651550293,12.680000305175781
1993-04-23,24.463157653808594,13.359999656677246
1993-04-26,24.270952224731445,15.25
1993-04-27,24.53305435180664,13.930000305175781
1993-04-28,24.480642318725586,13.119999885559082
1993-04-29,24.58548355102539,12.800000190734863
1993-04-30,24.620433807373047,12.420000076293945
1993-05-03,24.777687072753906,12.899999618530273
1993-05-04,24.86505126953125,12.140000343322754
1993-05-05,24.934967041015625,12.380000114440918
1993-05-06,24.847585678100586,13.220000267028809
1993-05-07,24.79515838623047,13.010000228881836
1993-05-10,24.847585678100586,13.720000267028809
1993-05-11,24.952425003051758,13.350000381469727
1993-05-12,24.917491912841797,13.5600004196167
1993-05-13,24.620433807373047,14.760000228881836
1993-05-14,24.60295295715332,14.390000343322754
1993-05-17,24.690322875976562,14.130000114440918
1993-05-18,24.6728458404541,14.1899995803833
1993-05-19,25.17959213256836,14.289999961853027
1993-05-20,25.249481201171875,13.979999542236328
1993-05-21,25.022300720214844,14.510000228881836
1993-05-24,25.127153396606445,14.100000381469727
1993-05-25,25.17959213256836,14.039999961853027
1993-05-26,25.494110107421875,12.880000114440918
1993-05-27,25.406749725341797,13.100000381469727
1993-05-28,25.284427642822266,13.470000267028809
1993-06-01,25.5290584564209,13.670000076293945
1993-06-02,25.494110107421875,13.479999542236328
1993-06-03,25.406749725341797,13.539999961853027
1993-06-04,25.319377899169922,12.859999656677246
1993-06-07,25.231996536254883,14.069999694824219
1993-06-08,25.004850387573242,14.739999771118164
1993-06-09,25.092220306396484,13.960000038146973
1993-06-10,25.10968017578125,13.3100004196167
1993-06-11,25.21451759338379,12.710000038146973
1993-06-14,25.17959213256836,12.329999923706055
1993-06-15,25.127153396606445,11.989999771118164
1993-06-16,25.17959213256836,11.869999885559082
1993-06-17,25.266948699951172,11.65999984741211
1993-06-18,25.058874130249023,12.239999771118164
1993-06-21,25.111665725708008,12.25
1993-06-22,25.1292667388916,11.649999618530273
1993-06-23,24.9005069732666,12.039999961853027
1993-06-24,25.234859466552734,12.25
1993-06-25,25.217260360717773,11.25
1993-06-28,25.498825073242188,11.109999656677246
1993-06-29,25.375640869140625,11.289999961853027
1993-06-30,25.375640869140625,11.260000228881836
1993-07-01,25.305233001708984,11.510000228881836
1993-07-02,25.164466857910156,11.329999923706055
1993-07-06,24.9005069732666,13.869999885559082
1993-07-07,24.97089385986328,13.050000190734863
1993-07-08,25.2524471282959,12.239999771118164
1993-07-09,25.322845458984375,10.800000190734863
1993-07-12,25.305233001708984,10.850000381469727
1993-07-13,25.287649154663086,11.020000457763672
1993-07-14,25.375640869140625,10.779999732971191
1993-07-15,25.27005386352539,10.600000381469727
1993-07-16,25.19965934753418,10.960000038146973
1993-07-19,25.182058334350586,11.460000038146973
1993-07-20,25.2524471282959,11.050000190734863
1993-07-21,25.234859466552734,11.970000267028809
1993-07-22,25.058874130249023,11.6899995803833
1993-07-23,25.182058334350586,11.319999694824219
1993-07-26,25.322845458984375,11.319999694824219
1993-07-27,25.305233001708984,11.34000015258789
1993-07-28,25.2524471282959,11.369999885559082
1993-07-29,25.393232345581055,11.25
1993-07-30,25.2524471282959,11.729999542236328
1993-08-02,25.322845458984375,11.470000267028809
1993-08-03,25.340444564819336,11.489999771118164
1993-08-04,25.340444564819336,11.710000038146973
1993-08-05,25.287649154663086,12.029999732971191
1993-08-06,25.322845458984375,12.329999923706055
1993-08-09,25.463623046875,12.390000343322754
1993-08-10,25.446027755737305,12.3100004196167
1993-08-11,25.446027755737305,12.069999694824219
1993-08-12,25.375640869140625,12.380000114440918
1993-08-13,25.410829544067383,12.1899995803833
1993-08-16,25.551612854003906,12.010000228881836
1993-08-17,25.639602661132812,11.59000015258789
1993-08-18,25.780359268188477,11.520000457763672
1993-08-19,25.780359268188477,11.630000114440918
1993-08-20,25.7979679107666,11.619999885559082
1993-08-23,25.74519157409668,12.149999618530273
1993-08-24,26.0267391204834,11.800000190734863
1993-08-25,26.04433822631836,12.100000381469727
1993-08-26,26.061933517456055,12.140000343322754
1993-08-27,26.04433822631836,11.90999984741211
1993-08-30,26.149925231933594,11.739999771118164
1993-08-31,26.220319747924805,11.850000381469727
1993-09-01,26.185115814208984,11.479999542236328
1993-09-02,26.097143173217773,11.869999885559082
1993-09-03,26.114727020263672,11.15999984741211
1993-09-07,25.938753128051758,12.899999618530273
1993-09-08,25.85077667236328,13.239999771118164
1993-09-09,25.903545379638672,12.670000076293945
1993-09-10,26.1323184967041,11.699999809265137
1993-09-13,26.149925231933594,12.15999984741211
1993-09-14,26.04433822631836,13.149999618530273
1993-09-15,26.114727020263672,12.699999809265137
1993-09-16,26.009136199951172,13.359999656677246
1993-09-17,25.95871353149414,13.390000343322754
1993-09-20,25.746232986450195,14.600000381469727
1993-09-21,25.65768814086914,17.299999237060547
1993-09-22,25.87017250061035,13.75
1993-09-23,26.011831283569336,13.359999656677246
1993-09-24,25.940988540649414,12.470000267028809
1993-09-27,26.22431755065918,12.489999771118164
1993-09-28,26.171194076538086,12.1899995803833
1993-09-29,26.082656860351562,12.630000114440918
1993-09-30,26.029537200927734,12.989999771118164
1993-10-01,26.153486251831055,11.829999923706055
1993-10-04,26.188899993896484,12.850000381469727
1993-10-05,26.153486251831055,12.970000267028809
1993-10-06,26.135786056518555,12.680000305175781
1993-10-07,26.0649471282959,13.140000343322754
1993-10-08,26.100372314453125,12.039999961853027
1993-10-11,26.153486251831055,12.260000228881836
1993-10-12,26.188899993896484,12.40999984741211
1993-10-13,26.188899993896484,11.380000114440918
1993-10-14,26.525344848632812,11.0
1993-10-15,26.666994094848633,10.869999885559082
1993-10-18,26.596181869506836,11.329999923706055
1993-10-19,26.401390075683594,11.609999656677246
1993-10-20,26.436819076538086,11.319999694824219
1993-10-21,26.401390075683594,11.199999809265137
1993-10-22,26.277441024780273,11.479999542236328
1993-10-25,26.348268508911133,11.829999923706055
1993-10-26,26.33056640625,11.829999923706055
1993-10-27,26.348268508911133,12.010000228881836
1993-10-28,26.543041229248047,11.880000114440918
1993-10-29,26.543041229248047,11.460000038146973
1993-11-01,26.613882064819336,11.779999732971191
1993-11-02,26.596181869506836,11.739999771118164
1993-11-03,26.259740829467773,13.260000228881836
1993-11-04,25.976421356201172,14.680000305175781
1993-11-05,26.100372314453125,14.970000267028809
1993-11-08,26.135786056518555,14.3100004196167
1993-11-09,26.153486251831055,13.9399995803833
1993-11-10,26.348268508911133,13.720000267028809
1993-11-11,26.277441024780273,13.880000114440918
1993-11-12,26.401390075683594,13.329999923706055
1993-11-15,26.38369369506836,14.460000038146973
1993-11-16,26.50762367248535,15.109999656677246
1993-11-17,26.36597442626953,15.569999694824219
1993-11-18,26.295148849487305,14.649999618530273
1993-11-19,26.24203872680664,15.029999732971191
1993-11-22,26.082656860351562,15.899999618530273
1993-11-23,26.22431755065918,14.270000457763672
1993-11-24,26.33056640625,13.510000228881836
1993-11-26,26.348268508911133,13.770000457763672
1993-11-29,26.24203872680664,14.119999885559082
1993-11-30,26.259740829467773,13.760000228881836
1993-12-01,26.295148849487305,13.829999923706055
1993-12-02,26.36597442626953,13.510000228881836
1993-12-03,26.472219467163086,12.6899995803833
1993-12-06,26.560747146606445,12.84000015258789
1993-12-07,26.543041229248047,12.40999984741211
1993-12-08,26.543041229248047,12.460000038146973
1993-12-09,26.454524993896484,12.430000305175781
1993-12-10,26.401390075683594,12.600000381469727
1993-12-13,26.560747146606445,10.979999542236328
1993-12-14,26.36597442626953,11.130000114440918
1993-12-15,26.33056640625,11.029999732971191
1993-12-16,26.419105529785156,10.899999618530273
1993-12-17,26.56429100036621,11.079999923706055
1993-12-20,26.599958419799805,10.75
1993-12-21,26.51081085205078,10.079999923706055
1993-12-22,26.689088821411133,9.3100004196167
1993-12-23,26.6712646484375,9.479999542236328
1993-12-27,26.813892364501953,9.699999809265137
1993-12-28,26.867372512817383,9.819999694824219
1993-12-29,26.83172035217285,10.460000038146973
1993-12-30,26.724733352661133,10.6899995803833
1993-12-31,26.582124710083008,11.65999984741211
1994-01-03,26.51081085205078,12.569999694824219
1994-01-04,26.617773056030273,11.90999984741211
1994-01-05,26.6712646484375,10.9399995803833
1994-01-06,26.6712646484375,11.270000457763672
1994-01-07,26.83172035217285,10.960000038146973
1994-01-10,27.152647018432617,10.739999771118164
1994-01-11,27.099157333374023,11.289999961853027
1994-01-12,27.0100040435791,11.649999618530273
1994-01-13,26.93868637084961,12.079999923706055
1994-01-14,27.045677185058594,11.149999618530273
1994-01-17,27.045677185058594,11.880000114440918
1994-01-18,27.081314086914062,11.630000114440918
1994-01-19,27.0100040435791,11.760000228881836
1994-01-20,27.081314086914062,11.15999984741211
1994-01-21,27.02783203125,11.09000015258789
1994-01-24,26.920867919921875,11.600000381469727
1994-01-25,26.920867919921875,11.380000114440918
1994-01-26,26.992168426513672,11.170000076293945
1994-01-27,27.241785049438477,10.300000190734863
1994-01-28,27.313091278076172,9.9399995803833
1994-01-31,27.50921058654785,10.630000114440918
1994-02-01,27.36656379699707,10.649999618530273
1994-02-02,27.54485511779785,10.609999656677246
1994-02-03,27.420063018798828,10.75
1994-02-04,26.796058654785156,15.25
1994-02-07,26.920867919921875,13.960000038146973
1994-02-08,26.93868637084961,13.65999984741211
1994-02-09,27.045677185058594,13.300000190734863
1994-02-10,26.813892364501953,14.239999771118164
1994-02-11,26.903032302856445,14.460000038146973
1994-02-14,26.93868637084961,14.279999732971191
1994-02-15,27.081314086914062,13.399999618530273
1994-02-16,27.063491821289062,13.130000114440918
1994-02-17,26.903032302856445,13.789999961853027
1994-02-18,26.742572784423828,14.699999809265137
1994-02-22,27.0100040435791,13.520000457763672
1994-02-23,26.93868637084961,13.90999984741211
1994-02-24,26.582124710083008,15.960000038146973
1994-02-25,26.70693016052246,14.800000190734863
1994-02-28,26.70693016052246,14.869999885559082
1994-03-01,26.599958419799805,15.829999923706055
1994-03-02,26.635608673095703,16.079999923706055
1994-03-03,26.56429100036621,16.360000610351562
1994-03-04,26.635608673095703,16.0
1994-03-07,26.778240203857422,14.260000228881836
1994-03-08,26.6712646484375,16.229999542236328
1994-03-09,26.796058654785156,14.40999984741211
1994-03-10,26.582124710083008,16.549999237060547
1994-03-11,26.724733352661133,14.869999885559082
1994-03-14,26.760400772094727,16.610000610351562
1994-03-15,26.742572784423828,14.779999732971191
1994-03-16,26.95652198791504,14.510000228881836
1994-03-17,26.95652198791504,12.760000228881836
1994-03-18,26.950632095336914,13.319999694824219
1994-03-21,26.878915786743164,14.34000015258789
1994-03-22,26.950632095336914,13.390000343322754
1994-03-23,26.932714462280273,12.3100004196167
1994-03-24,26.60995101928711,13.430000305175781
1994-03-25,26.358909606933594,13.670000076293945
1994-03-28,26.394758224487305,14.899999618530273
1994-03-29,25.8747615814209,16.489999771118164
1994-03-30,25.516143798828125,18.59000015258789
1994-03-31,25.587862014770508,20.450000762939453
1994-04-04,25.193384170532227,23.8700008392334
1994-04-05,25.7133731842041,18.1299991607666
1994-04-06,25.7133731842041,17.3799991607666
1994-04-07,25.838890075683594,16.979999542236328
1994-04-08,25.641666412353516,16.920000076293945
1994-04-11,25.749252319335938,16.610000610351562
1994-04-12,25.7133731842041,16.420000076293945
1994-04-13,25.578895568847656,17.020000457763672
1994-04-14,25.587862014770508,16.270000457763672
1994-04-15,25.587862014770508,15.979999542236328
1994-04-18,25.417512893676758,17.219999313354492
1994-04-19,25.45339012145996,16.93000030517578
1994-04-20,25.426471710205078,17.010000228881836
1994-04-21,25.767169952392578,14.930000305175781
1994-04-22,25.740283966064453,14.9399995803833
1994-04-25,26.00924301147461,14.260000228881836
1994-04-26,25.982358932495117,13.800000190734863
1994-04-28,25.794069290161133,14.510000228881836
1994-04-29,25.8747615814209,13.770000457763672
1994-05-02,26.036144256591797,14.109999656677246
1994-05-03,26.00924301147461,13.8100004196167
1994-05-04,25.964435577392578,14.289999961853027
1994-05-05,25.928556442260742,14.5600004196167
1994-05-06,25.677520751953125,15.079999923706055
1994-05-09,25.45339012145996,16.15999984741211
1994-05-10,25.650623321533203,15.1899995803833
1994-05-11,25.417512893676758,15.550000190734863
1994-05-12,25.543048858642578,15.460000038146973
1994-05-13,25.543048858642578,14.539999961853027
1994-05-16,25.5520076751709,14.670000076293945
1994-05-17,25.928556442260742,14.079999923706055
1994-05-18,26.116849899291992,12.550000190734863
1994-05-19,26.242341995239258,12.329999923706055
1994-05-20,26.143728256225586,12.789999961853027
1994-05-23,26.098915100097656,13.489999771118164
1994-05-24,26.206491470336914,12.729999542236328
1994-05-25,26.27822494506836,12.430000305175781
1994-05-26,26.29615020751953,12.5
1994-05-27,26.32304573059082,12.489999771118164
1994-05-31,26.28718376159668,13.029999732971191
1994-06-01,26.403745651245117,12.720000267028809
1994-06-02,26.3768367767334,12.729999542236328
1994-06-03,26.529251098632812,12.1899995803833
1994-06-06,26.52029037475586,13.029999732971191
1994-06-07,26.48441505432129,13.050000190734863
1994-06-08,26.26925277709961,13.319999694824219
1994-06-09,26.412717819213867,13.210000038146973
1994-06-10,26.457538604736328,12.6899995803833
1994-06-13,26.4934024810791,11.920000076293945
1994-06-14,26.699594497680664,11.600000381469727
1994-06-15,26.59201431274414,11.520000457763672
1994-06-16,26.64580535888672,11.220000267028809
1994-06-17,26.497068405151367,12.3100004196167
1994-06-20,26.271461486816406,13.960000038146973
1994-06-21,26.045835494995117,14.699999809265137
1994-06-22,26.145122528076172,14.020000457763672
1994-06-23,25.991689682006836,14.119999885559082
1994-06-24,25.450193405151367,16.719999313354492
1994-06-27,25.892412185668945,15.529999732971191
1994-06-28,25.766071319580078,15.039999961853027
1994-06-29,25.84728240966797,14.420000076293945
1994-06-30,25.68484115600586,14.970000267028809
1994-07-01,25.7390079498291,14.359999656677246
1994-07-05,25.874359130859375,14.920000076293945
1994-07-06,25.838268280029297,14.699999809265137
1994-07-07,25.946556091308594,14.010000228881836
1994-07-08,25.937528610229492,13.260000228881836
1994-07-11,25.84728240966797,13.829999923706055
1994-07-12,25.883373260498047,13.399999618530273
1994-07-13,25.928524017333984,12.420000076293945
1994-07-14,26.20828628540039,11.640000343322754
1994-07-15,26.217288970947266,11.279999732971191
1994-07-18,26.262434005737305,11.4399995803833
1994-07-19,26.20828628540039,11.649999618530273
1994-07-20,26.09095573425293,11.699999809265137
1994-07-21,26.145122528076172,11.649999618530273
1994-07-22,26.190235137939453,11.220000267028809
1994-07-25,26.22632598876953,11.460000038146973
1994-07-26,26.199256896972656,11.65999984741211
1994-07-27,26.199256896972656,11.930000305175781
1994-07-28,26.25341033935547,12.029999732971191
1994-07-29,26.51512908935547,11.130000114440918
1994-08-01,26.641483306884766,11.170000076293945
1994-08-02,26.677568435668945,11.270000457763672
1994-08-03,26.686601638793945,11.350000381469727
1994-08-04,26.53318977355957,12.180000305175781
1994-08-05,26.442934036254883,12.34000015258789
1994-08-08,26.506103515625,12.40999984741211
1994-08-09,26.551223754882812,12.539999961853027
1994-08-10,26.65049934387207,11.90999984741211
1994-08-11,26.551223754882812,12.130000114440918
1994-08-12,26.7587890625,11.09000015258789
1994-08-15,26.74978256225586,12.0600004196167
1994-08-16,26.939294815063477,11.390000343322754
1994-08-17,26.921245574951172,11.539999961853027
1994-08-18,26.830995559692383,12.069999694824219
1994-08-19,26.81293487548828,12.829999923706055
1994-08-22,26.785877227783203,12.619999885559082
1994-08-23,26.939294815063477,11.75
1994-08-24,27.22809600830078,11.569999694824219
1994-08-25,27.15589714050293,12.020000457763672
1994-08-26,27.543964385986328,12.1899995803833
1994-08-29,27.525915145874023,11.819999694824219
1994-08-30,27.59811782836914,11.229999542236328
1994-08-31,27.525915145874023,11.970000267028809
1994-09-01,27.43566131591797,11.859999656677246
1994-09-02,27.31834602355957,11.399999618530273
1994-09-06,27.327375411987305,11.6899995803833
1994-09-07,27.300294876098633,11.8100004196167
1994-09-08,27.43566131591797,11.859999656677246
1994-09-09,27.146875381469727,13.119999885559082
1994-09-12,27.065650939941406,14.010000228881836
1994-09-13,27.146875381469727,13.770000457763672
1994-09-14,27.173948287963867,13.09000015258789
1994-09-15,27.51689910888672,11.880000114440918
1994-09-16,27.321056365966797,12.800000190734863
1994-09-19,27.348297119140625,13.0600004196167
1994-09-20,26.830764770507812,14.449999809265137
1994-09-21,26.830764770507812,14.489999771118164
1994-09-22,26.7672119140625,13.890000343322754
1994-09-23,26.6763858795166,14.529999732971191
1994-09-26,26.812578201293945,14.5600004196167
1994-09-27,26.794443130493164,14.130000114440918
1994-09-28,27.003263473510742,13.25
1994-09-29,26.867067337036133,13.970000267028809
1994-09-30,26.830764770507812,14.279999732971191
1994-10-03,26.7672119140625,15.4399995803833
1994-10-04,26.367687225341797,16.65999984741211
1994-10-05,26.376745223999023,15.920000076293945
1994-10-06,26.295053482055664,16.239999771118164
1994-10-07,26.4130859375,14.920000076293945
1994-10-10,26.694561004638672,14.720000267028809
1994-10-11,27.09407615661621,13.550000190734863
1994-10-12,27.130380630493164,14.510000228881836
1994-10-13,27.221189498901367,14.899999618530273
1994-10-14,27.3392276763916,13.319999694824219
1994-10-17,27.284730911254883,14.760000228881836
1994-10-18,27.221189498901367,14.59000015258789
1994-10-19,27.348297119140625,15.130000114440918
1994-10-20,27.16669273376465,15.989999771118164
1994-10-21,27.057741165161133,15.90999984741211
1994-10-24,26.830764770507812,16.969999313354492
1994-10-25,26.857990264892578,16.1299991607666
1994-10-26,26.957866668701172,15.699999809265137
1994-10-27,27.121301651000977,15.670000076293945
1994-10-28,27.693330764770508,14.5600004196167
1994-10-31,27.593454360961914,14.5600004196167
1994-11-01,27.284730911254883,14.84000015258789
1994-11-02,27.130380630493164,15.34000015258789
1994-11-03,27.275653839111328,15.579999923706055
1994-11-04,26.921537399291992,16.75
1994-11-07,27.003263473510742,17.3700008392334
1994-11-08,27.212106704711914,16.299999237060547
1994-11-09,27.25749397277832,16.420000076293945
1994-11-10,27.066837310791016,16.0
1994-11-11,26.966955184936523,16.5
1994-11-14,27.221189498901367,16.68000030517578
1994-11-15,27.130380630493164,16.65999984741211
1994-11-16,27.221189498901367,15.5600004196167
1994-11-17,27.039581298828125,15.90999984741211
1994-11-18,27.003263473510742,16.0
1994-11-21,26.73086166381836,16.1299991607666
1994-11-22,26.149768829345703,17.239999771118164
1994-11-23,26.295053482055664,18.40999984741211
1994-11-25,26.42216682434082,17.440000534057617
1994-11-28,26.540197372436523,16.829999923706055
1994-11-29,26.531110763549805,16.149999618530273
1994-11-30,26.494794845581055,15.949999809265137
1994-12-01,26.231483459472656,16.690000534057617
1994-12-02,26.47663116455078,16.549999237060547
1994-12-05,26.50387954711914,16.100000381469727
1994-12-06,26.522029876708984,16.049999237060547
1994-12-07,26.331371307373047,16.280000686645508
1994-12-08,26.077123641967773,18.149999618530273
1994-12-09,26.177005767822266,16.040000915527344
1994-12-12,26.34952163696289,15.460000038146973
1994-12-13,26.449399948120117,14.479999542236328
1994-12-14,26.585588455200195,13.029999732971191
1994-12-15,26.667316436767578,12.869999885559082
1994-12-16,26.79757308959961,12.789999961853027
1994-12-19,26.83418083190918,13.020000457763672
1994-12-20,26.75180435180664,12.979999542236328
1994-12-21,27.035524368286133,12.050000190734863
1994-12-22,26.95315170288086,12.420000076293945
1994-12-23,26.98061180114746,11.819999694824219
1994-12-27,27.127046585083008,12.069999694824219
1994-12-28,26.989757537841797,12.8100004196167
1994-12-29,27.008085250854492,12.859999656677246
1994-12-30,26.6877384185791,13.199999809265137
1995-01-03,26.815872192382812,14.25
1995-01-04,26.944011688232422,13.529999732971191
1995-01-05,26.944011688232422,13.5
1995-01-06,26.971467971801758,13.130000114440918
1995-01-09,26.998910903930664,13.329999923706055
1995-01-10,27.026376724243164,12.520000457763672
1995-01-11,27.044681549072266,12.149999618530273
1995-01-12,27.053836822509766,12.829999923706055
1995-01-13,27.374160766601562,11.100000381469727
1995-01-16,27.538898468017578,11.140000343322754
1995-01-17,27.548032760620117,11.789999961853027
1995-01-18,27.520586013793945,11.569999694824219
1995-01-19,27.364999771118164,11.859999656677246
1995-01-20,27.26433753967285,12.149999618530273
1995-01-23,27.346675872802734,12.789999961853027
1995-01-24,27.383304595947266,11.9399995803833
1995-01-25,27.456527709960938,11.460000038146973
1995-01-26,27.48398780822754,11.25
1995-01-27,27.59380531311035,11.25
1995-01-30,27.474821090698242,12.260000228881836
1995-01-31,27.58465003967285,11.960000038146973
1995-02-01,27.57550811767578,11.729999542236328
1995-02-02,27.740238189697266,11.130000114440918
1995-02-03,28.133800506591797,10.979999542236328
1995-02-06,28.252775192260742,11.220000267028809
1995-02-07,28.289382934570312,11.170000076293945
1995-02-08,28.289382934570312,11.420000076293945
1995-02-09,28.289382934570312,11.630000114440918
1995-02-10,28.325986862182617,11.279999732971191
1995-02-13,28.335147857666016,11.40999984741211
1995-02-14,28.37172508239746,11.430000305175781
1995-02-15,28.527324676513672,11.520000457763672
1995-02-16,28.490711212158203,11.609999656677246
1995-02-17,28.380884170532227,11.710000038146973
1995-02-21,28.37172508239746,12.050000190734863
1995-02-22,28.582239151000977,11.390000343322754
1995-02-23,28.628007888793945,11.149999618530273
1995-02-24,28.70122528076172,10.84000015258789
1995-02-27,28.472402572631836,12.510000228881836
1995-02-28,28.710372924804688,11.75
1995-03-01,28.527324676513672,11.649999618530273
1995-03-02,28.563949584960938,12.020000457763672
1995-03-03,28.57309341430664,11.449999809265137
1995-03-06,28.59140396118164,12.170000076293945
1995-03-07,28.37172508239746,14.220000267028809
1995-03-08,28.444963455200195,13.720000267028809
1995-03-09,28.435808181762695,13.359999656677246
1995-03-10,28.856807708740234,12.380000114440918
1995-03-13,28.829357147216797,12.149999618530273
1995-03-14,29.039844512939453,12.100000381469727
1995-03-15,28.984939575195312,12.420000076293945
1995-03-16,29.158851623535156,11.949999809265137
1995-03-17,29.187841415405273,11.800000190734863
1995-03-20,29.187841415405273,11.34000015258789
1995-03-21,29.114212036132812,11.529999732971191
1995-03-22,29.141826629638672,11.289999961853027
1995-03-23,29.160219192504883,11.430000305175781
1995-03-24,29.574283599853516,11.1899995803833
1995-03-27,29.693920135498047,11.829999923706055
1995-03-28,29.693920135498047,11.329999923706055
1995-03-29,29.68472671508789,12.510000228881836
1995-03-30,29.629528045654297,12.619999885559082
1995-03-31,29.5098876953125,13.369999885559082
1995-04-03,29.58350944519043,13.5
1995-04-04,29.776765823364258,12.619999885559082
1995-04-05,29.776765823364258,12.960000038146973
1995-04-06,29.88715362548828,12.8100004196167
1995-04-07,29.859569549560547,12.850000381469727
1995-04-10,29.914770126342773,12.789999961853027
1995-04-11,29.813554763793945,12.729999542236328
1995-04-12,29.914770126342773,12.039999961853027
1995-04-13,30.080385208129883,11.479999542236328
1995-04-17,29.90557289123535,12.329999923706055
1995-04-18,29.804351806640625,12.960000038146973
1995-04-19,29.776765823364258,13.09000015258789
1995-04-20,29.822744369506836,12.100000381469727
1995-04-21,29.969970703125,11.859999656677246
1995-04-24,30.31964874267578,11.920000076293945
1995-04-25,30.23682975769043,12.40999984741211
1995-04-26,30.264432907104492,12.279999732971191
1995-04-27,30.33804702758789,11.930000305175781
1995-04-28,30.384052276611328,11.75
1995-05-01,30.301231384277344,12.140000343322754
1995-05-02,30.36564064025879,11.880000114440918
1995-05-03,30.788921356201172,11.6899995803833
1995-05-04,30.770523071289062,12.640000343322754
1995-05-05,30.733718872070312,12.0600004196167
1995-05-08,30.954565048217773,12.220000267028809
1995-05-09,30.926963806152344,12.75
1995-05-10,30.963754653930664,13.079999923706055
1995-05-11,31.04656982421875,12.979999542236328
1995-05-12,31.064973831176758,11.84000015258789
1995-05-15,31.212207794189453,12.380000114440918
1995-05-16,31.230623245239258,12.199999809265137
1995-05-17,31.11098861694336,12.359999656677246
1995-05-18,30.660097122192383,13.130000114440918
1995-05-19,30.67852020263672,12.8100004196167
1995-05-22,31.018985748291016,11.680000305175781
1995-05-23,31.304229736328125,11.550000190734863
1995-05-24,31.28583335876465,11.260000228881836
1995-05-25,31.31342887878418,11.630000114440918
1995-05-26,30.954565048217773,12.199999809265137
1995-05-30,30.945362091064453,12.520000457763672
1995-05-31,31.589487075805664,12.850000381469727
1995-06-01,31.506662368774414,12.210000038146973
1995-06-02,31.534271240234375,12.979999542236328
1995-06-05,31.727500915527344,13.449999809265137
1995-06-06,31.67227554321289,13.0
1995-06-07,31.506662368774414,12.84000015258789
1995-06-08,31.433048248291016,12.890000343322754
1995-06-09,31.2490177154541,12.760000228881836
1995-06-12,31.423852920532227,11.90999984741211
1995-06-13,31.764307022094727,11.289999961853027
1995-06-14,31.73670768737793,11.289999961853027
1995-06-15,31.87472915649414,11.229999542236328
1995-06-16,31.96935272216797,10.75
1995-06-19,32.33034133911133,11.210000038146973
1995-06-20,32.24702453613281,11.15999984741211
1995-06-21,32.228515625,11.319999694824219
1995-06-22,32.65428924560547,11.4399995803833
1995-06-23,32.589500427246094,11.119999885559082
1995-06-26,32.20075225830078,11.800000190734863
1995-06-27,32.13597106933594,12.369999885559082
1995-06-28,32.302574157714844,11.739999771118164
1995-06-29,32.24702453613281,11.59000015258789
1995-06-30,32.228515625,11.380000114440918
1995-07-03,32.348838806152344,11.569999694824219
